"","ACCNUM","YEAR","DATE","TIME","Hour","STREET1","STREET2","OFFSET","ROAD_CLASS","District","WardNum","Division","LATITUDE","LONGITUDE","LOCCOORD","ACCLOC","TRAFFCTL","VISIBILITY","LIGHT","RDSFCOND","IMPACTYPE","FATAL_NO","PEDESTRIAN","CYCLIST","AUTOMOBILE","MOTORCYCLE","TRUCK","TRSN_CITY_","EMERG_VEH","PASSENGER","SPEEDING","AG_DRIV","REDLIGHT","ALCOHOL","DISABILITY","Hood_ID","Neighbourh","DRIV_TRAFFIC_VIOLATION","DRIV_AGGRO","DRIV_SPEED","DRIV_DISTRACT","DRIV_AlCOHOL","BIC_TRAFFIC_VIOLATION","BIC_AGGRO","BIC_SPEED","BIC_LOSS_CTRL","BIC_ALCOHOL","BIC_DISTRACT","BIC_DRUGS","BIC_DISABILITY","BIC_FATIGUE","PED_TRAFFIC_VIOLATION","PED_STNARY","PED_CROSSING","VEH_TURNING","VEH_STATIONARY","VEH_LANE_CHG","VEH_INIT_OR_STOP","pressure_station","wind_speed","relative_humidity","temperature","visibility_value","DRIVERS_ALL_cnt","PASSENGER_cnt","PEDESTRIAN_cnt","CYCLIST_cnt","BIC_INJURY_MAJOR_FATAL","BIC_INJURY_FATAL","BIC_INJURY_other","ROAD_WET","TRAFFIC_CNTRL","VIS_NOT_CLEAR","AGE_REF_CODE","BIC_AGE","BIC_ACTN_FORWARD","BIC_ACTN_TURN_U","BIC_ACTN_TURN_LEFT","BIC_ACTN_TURN_Right","BIC_ACTN_STOPPED","BIC_ACTN_OTHER","WARD_1","WARD_2","WARD_3","WARD_4","WARD_5","WARD_6","WARD_7","WARD_8","WARD_9","WARD_10","WARD_11","WARD_12","WARD_13","WARD_14","WARD_15","WARD_16","WARD_17","WARD_18","WARD_19","WARD_20","WARD_21","WARD_22","WARD_23","WARD_24","WARD_25"
"40",1075887,2008,2008-11-30,1900,19,"BARKWIN DR","ISLINGTON AVE"," ","Major Arterial","Etobicoke York","1","23",43.738145,-79.56569,"Intersection","At Intersection","Stop Sign","Clear","Dark","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,3,"Thistletown-Beaumond Heights (3)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,97.5,35,85,1.7,9700,1,0,0,1,1,0,0,0,1,0,10,"45 to 49",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",1076080,2008,2008-11-25,1800,18,"324 EASTERN AVE"," "," ","Major Arterial","Toronto and East York","14","55",43.656645,-79.34669,"Intersection"," ","No Control","Rain","Dark","Wet","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,70,"South Riverdale (70)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98.49,20,76,2.2,19300,1,0,0,1,1,0,0,1,0,1,8,"35 to 39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"42",1093260,2009,2009-02-08,1900,18,"DUNDAS ST W","BERESFORD AVE"," ","Major Arterial","Toronto and East York","4","11",43.665545,-79.48289,"Mid-Block"," ","No Control","Clear","Dark","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,89,"Runnymede-Bloor West Village (89)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.41,22,61,-0.1,24100,1,0,0,1,1,0,0,0,0,0,10,"45 to 49",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",1097106,2009,2009-03-10,1200,11,"GERRARD St E","CARLAW Ave"," ","Minor Arterial","Toronto and East York","14","55",43.667445,-79.343387,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,70,"South Riverdale (70)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100.15,17,80,2,11300,1,0,0,1,1,0,0,0,0,0,10,"45 to 49",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"44",1103248,2009,2009-05-07,2300,23,"COXWELL AVE","CASCI AVE"," ","Minor Arterial","Toronto and East York","19,14","55",43.676543,-79.320789,"Intersection"," ","No Control","Clear","Dark","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,64,"Woodbine Corridor (64)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98.69,9,75,13.9,24100,1,0,0,1,1,0,0,0,0,0,4,"15 to 19",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0
"45",1103828,2009,2009-03-28,1400,14,"DUNDAS ST W","SORAUREN AVE"," ","Minor Arterial","Toronto and East York","4","11",43.651145,-79.44529,"Intersection"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,86,"Roncesvalles (86)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.19,15,45,12.1,24100,1,0,0,1,1,0,0,0,0,0,7,"30 to 34",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",1106184,2009,2009-05-26,1900,19,"ROGERS Road","SILVERTHORN Aven"," ","Minor Arterial","Toronto and East York","9,5","12",43.682745,-79.46329,"Intersection"," ","Traffic Signal","Rain","Daylight","Wet","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,110,"Keelesdale-Eglinton West (110)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.57,17,60,11.8,19300,1,0,0,1,1,0,0,1,1,1,11,"50 to 54",1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",1106309,2009,2009-04-30,1500,15,"MCINTOSH ST","NATAL AVE"," ","Collector","Scarborough","20","41",43.707945,-79.25189,"Intersection","At Intersection","Stop Sign","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,1,1,0,0,NA,122,"Birchcliffe-Cliffside (122)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.62,13,66,14.9,24100,1,0,0,1,1,0,0,0,1,0,5,"20 to 24",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"48",1110181,2009,2009-06-19,1800,18,"PARLIAMENT ST","OAK ST"," ","Minor Arterial","Toronto and East York","13","51",43.660645,-79.36649,"Intersection","At Intersection","Pedestrian Crossover","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,1,0,1,0,0,NA,72,"Regent Park (72)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.89,15,58,22.3,24100,1,1,0,1,1,0,0,0,1,0,2,"5 to 9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"49",1110376,2009,2009-06-21,1600,16,"WARDEN AVE","KINGSTON RD"," ","Major Arterial","Scarborough","20","41",43.687745,-79.27089,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,122,"Birchcliffe-Cliffside (122)",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,98.84,24,58,25.9,24100,1,0,0,1,1,0,0,0,1,0,10,"45 to 49",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"50",1110667,2009,2009-05-22,2100,21,"675 ANNETTE Stre"," "," ","Minor Arterial","Toronto and East York","4","11",43.659045,-79.48429,"Mid-Block"," ","No Control","Clear","Dark","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,89,"Runnymede-Bloor West Village (89)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.2,22,52,16.3,24100,1,0,0,1,1,0,0,0,0,0,4,"15 to 19",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",1110888,2009,2009-06-11,800,8,"WELLINGTON ST W","YORK ST"," ","Minor Arterial","Toronto and East York","10","52",43.646545,-79.38299,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,76,"Bay Street Corridor (76)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,99.09,7,79,14.2,24100,1,0,0,1,1,0,0,0,1,0,9,"40 to 44",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",1113770,2009,2009-06-06,2000,20,"COXWELL Ave","ROBBINS Ave"," ","Minor Arterial","Toronto and East York","19,14","55",43.670645,-79.31829,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,64,"Woodbine Corridor (64)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99.46,19,50,18,24100,1,0,0,1,1,0,0,0,0,0,11,"50 to 54",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0
"53",1113959,2009,2009-07-13,1800,18,"FRONT ST W","SPADINA AVE"," ","Major Arterial","Toronto and East York","10","14,52",43.642745,-79.39389,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,77,"Waterfront Communities-The Island (77)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.28,43,31,21.2,24100,1,0,0,1,1,0,0,0,1,0,7,"30 to 34",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",1116367,2009,2009-06-21,1800,18,"DANFORTH AVE","WOODYCREST AVE"," ","Major Arterial","Toronto and East York","14","54,55",43.679545,-79.34179,"Intersection"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,69,"Blake-Jones (69)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,98.81,26,59,25.5,24100,1,0,0,1,1,0,0,0,0,0,8,"35 to 39",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"55",1116707,2009,2009-06-23,1900,19,"PALMERSTON AVE","DUNDAS ST W"," ","Major Arterial","Toronto and East York","10,11","14",43.651745,-79.40849,"Intersection"," ","Stop Sign","Clear","Daylight","Dry","Pedestrian Collisions",0,1,1,0,0,0,0,0,0,0,0,0,0,NA,81,"Trinity-Bellwoods (81)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,99.09,13,48,26,24100,0,0,1,1,0,0,1,0,1,0,4,"15 to 19",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",1117715,2009,2009-08-06,1500,15,"2330 KENNEDY RD"," "," ","Major Arterial","Scarborough","22","42",43.784145,-79.28869,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Pedestrian Collisions",0,1,1,0,0,0,0,0,0,0,0,0,0,NA,128,"Agincourt South-Malvern West (128)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,99.51,13,49,23.2,24100,0,0,1,1,0,0,1,0,0,0,4,"15 to 19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"57",1117851,2009,2009-08-07,1700,17,"3221 DUFFERIN St"," "," ","Major Arterial","North York","8","32",43.719245,-79.45589,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,31,"Yorkdale-Glen Park (31)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99.98,13,55,21.2,24100,1,0,0,1,1,0,0,0,0,0,11,"50 to 54",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",1118031,2009,2009-08-09,1900,18,"ROYAL YORK Road","JUDSON Stre"," ","Minor Arterial","Etobicoke York","3","22",43.615945,-79.49829,"Mid-Block","At Intersection","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,17,"Mimico (includes Humber Bay Shores) (17)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99.08,9,80,27.4,19300,0,0,0,1,1,0,0,0,0,0,11,"50 to 54",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",1118994,2009,2009-08-16,1500,14,"YONGE ST","CHAPLIN CRES"," ","Major Arterial","Toronto and East York","12","53",43.698245,-79.39659,"Intersection"," ","Traffic Signal","Clear","Daylight","Dry","Pedestrian Collisions",0,1,1,0,0,0,0,0,0,0,0,0,0,NA,104,"Mount Pleasant West (104)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99.97,17,63,28.5,19300,0,0,1,1,0,0,1,0,1,0,7,"30 to 34",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60",1119932,2009,2009-07-06,2200,22,"BRIMLEY RD S","BLUFFERS PARK RD"," ","Collector","Scarborough","20","41,43",43.709545,-79.23849,"Mid-Block"," ","No Control","Clear","Dark","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,123,"Cliffcrest (123)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,98.75,4,68,18.3,24100,1,0,0,1,1,0,0,0,0,0,4,"15 to 19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"61",1120536,2009,2009-07-13,2000,20,"EGLINTON AVE W","BATHURST ST"," ","Major Arterial","Toronto and East York","12,8","13,53",43.700945,-79.42559,"Intersection"," ","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,106,"Humewood-Cedarvale (106)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.32,26,36,20.3,24100,1,0,0,1,1,0,0,0,1,0,5,"20 to 24",1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",1121120,2009,2009-07-17,1000,10,"HARBORD ST","SPADINA AVE"," ","Major Arterial","Toronto and East York","11","14,52",43.663045,-79.40209,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,79,"University (79)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98.74,17,61,21,24100,1,0,0,1,1,0,0,0,1,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",1121287,2009,2009-07-18,200,2,"RIVER ST","DUNDAS ST E"," ","Major Arterial","Toronto and East York","13","51",43.661145,-79.35819,"Intersection","At Intersection","Traffic Signal","Clear","Dark","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,72,"Regent Park (72)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98.65,20,81,14.6,24100,1,0,0,1,1,0,0,0,1,0,5,"20 to 24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"64",1121495,2009,2009-07-20,1000,10,"BLOOR ST W","PALMERSTON BLVD"," ","Major Arterial","Toronto and East York","11","14",43.664745,-79.41309,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,95,"Annex (95)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100.19,0,65,20,24100,1,0,0,1,1,0,0,0,0,0,8,"35 to 39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",1122151,2009,2009-09-01,1000,10,"MC CAUL St","ORDE St"," ","Collector","Toronto and East York","11","52",43.658445,-79.39319,"Mid-Block","At Intersection","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,78,"Kensington-Chinatown (78)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100.69,11,64,17,24100,2,0,0,1,1,0,0,0,0,0,7,"30 to 34",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",1122417,2009,2009-09-01,1200,12,"SPADINA AVE","NASSAU ST"," ","Major Arterial","Toronto and East York","11","14,52",43.655845,-79.39919,"Intersection"," ","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",25,0,1,0,0,0,1,0,0,0,0,0,0,NA,78,"Kensington-Chinatown (78)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.69,11,50,19.2,24100,1,0,0,1,1,1,0,0,1,0,14,"65 to 69",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",1122468,2009,2009-07-28,1200,12,"WINCOTT DR","SHEFFLEY CRES"," ","Collector","Etobicoke York","2","23",43.686445,-79.54919,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,7,"Willowridge-Martingrove-Richview (7)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98.93,24,66,25.9,24100,1,0,0,1,1,0,0,0,0,0,8,"35 to 39",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",1124210,2009,2009-08-17,700,7,"YONGE ST","MILL ST"," ","Major Arterial","North York","15,8","32",43.740345,-79.40589,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","SMV Other",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,41,"Bridle Path-Sunnybrook-York Mills (41)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.8,13,87,23.3,12900,0,0,0,1,1,0,0,0,1,0,12,"55 to 59",1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"69",1124459,2009,2009-08-10,0,0,"FINCH Aven E","DON MILLS Road"," ","Major Arterial","North York","17","33",43.792645,-79.35469,"Intersection","At Intersection","Traffic Signal","Clear","Dark","Wet","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,47,"Don Valley Village (47)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99.07,7,89,22.3,24100,1,0,0,1,1,0,0,1,1,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"70",1124595,2009,2009-09-14,2100,21,"KINGSTON RD","CLIFFSIDE DR"," ","Major Arterial","Scarborough","20","41",43.703945,-79.25279,"Intersection","At Intersection","Traffic Signal","Clear","Dark","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,1,0,0,0,0,NA,122,"Birchcliffe-Cliffside (122)",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99.28,17,72,20,24100,1,1,0,1,1,0,0,0,1,0,10,"45 to 49",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"71",1126624,2009,2009-08-16,2000,20,"4660 KINGSTON Road"," "," ","Major Arterial","Scarborough","25","43",43.775445,-79.17509,"Intersection"," ","No Control","Clear","Dark","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,136,"West Hill (136)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.81,17,57,28.5,24100,1,0,0,1,1,0,0,0,0,0,12,"55 to 59",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"72",1128125,2009,2009-09-01,1400,14,"UNIVERSITY AVE","COLLEGE ST"," ","Major Arterial","Toronto and East York","11","52",43.659845,-79.39049,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,78,"Kensington-Chinatown (78)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100.6,6,44,20.5,24100,1,0,0,1,1,0,0,0,1,0,10,"45 to 49",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",1128823,2009,2009-09-11,1100,11,"CASTLEFIELD AVE","WOODBOROUGH AVE"," ","Collector","Etobicoke York","5","12",43.696345,-79.46869,"Intersection","At Intersection","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,112,"Beechborough-Greenbrook (112)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.47,7,69,18.4,24100,1,0,0,1,1,0,0,0,0,0,12,"55 to 59",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",1131978,2009,2009-09-24,1700,17,"DUPONT ST","OSLER ST"," ","Major Arterial","Toronto and East York","9","11",43.664545,-79.45659,"Intersection"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,93,"Dovercourt-Wallace Emerson-Junction (93)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.87,17,49,21.6,24100,1,0,0,1,1,0,0,0,0,0,7,"30 to 34",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",1132051,2009,2009-09-24,1000,10,"CHURCH ST","GOULD ST"," ","Minor Arterial","Toronto and East York","13","51",43.658745,-79.37809,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,75,"Church-Yonge Corridor (75)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100.05,7,82,17.7,24100,1,0,0,1,1,0,0,0,0,0,5,"20 to 24",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"76",1134906,2009,2009-10-14,1000,10,"JARVIS ST","ISABELLA ST"," ","Major Arterial","Toronto and East York","13","51",43.668845,-79.37949,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Turning Movement",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,75,"Church-Yonge Corridor (75)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.72,9,64,3.1,24100,1,0,0,1,1,0,0,0,1,0,8,"35 to 39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"77",1135987,2009,2009-10-20,1100,11,"ST CLAIR Aven W","OLD WESTON Road"," ","Major Arterial","Toronto and East York","9","12,11",43.673045,-79.46499,"Mid-Block"," ","Traffic Controller","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,0,0,1,0,0,0,0,0,0,0,NA,91,"Weston-Pellam Park (91)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,99.81,9,62,13.1,24100,1,0,0,1,1,0,0,0,1,0,8,"35 to 39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",1136343,2009,2009-11-10,1500,14,"MACDONELL AVE","PEARSON AVE"," ","Local","Toronto and East York","4","11",43.643545,-79.43919,"Intersection"," ","Stop Sign","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,86,"Roncesvalles (86)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.85,24,40,13.1,24100,1,0,0,1,1,0,0,0,1,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",1139402,2009,2009-11-06,600,6,"3655 KEELE ST"," "," ","Major Arterial","North York","6,7","31",43.753045,-79.48839,"Mid-Block"," ","No Control","Clear","Dark","Dry","Turning Movement",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,27,"York University Heights (27)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.62,13,74,-0.7,24100,1,0,0,1,1,0,0,0,0,0,12,"55 to 59",1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",1140607,2009,2009-11-06,1000,10,"GROSVENOR ST","BAY ST"," ","Collector","Toronto and East York","11","52",43.662245,-79.38739,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Sideswipe",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,76,"Bay Street Corridor (76)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100.76,9,69,1.5,24100,1,0,0,1,1,0,0,0,0,0,8,"35 to 39",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",1140739,2009,2009-11-09,1300,12,"QUEEN Stre W","ST PATRICK Stre"," ","Major Arterial","Toronto and East York","10","52",43.650445,-79.38869,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Pedestrian Collisions",0,1,1,0,0,0,0,0,0,0,0,0,0,NA,78,"Kensington-Chinatown (78)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99.99,17,68,17.2,19300,0,0,1,1,0,0,1,0,1,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
